p_val	avg_log2FC	pct.1	pct.2	p_val_adj
APPL1	0.67983386930231	0.0471410369568634	0.855	0.878	1
DCAF6	0.68018817109324	0.0683507483349971	0.596	0.634	1
OGG1	0.680740466521881	0.0483569405094058	0.39	0.366	1
TBCCD1	0.6808060411802	0.0438098593366771	0.289	0.268	1
DPP7	0.681033388785653	0.0386453838128444	0.943	0.951	1
TPP2	0.681164882443731	-0.0653578054941196	0.654	0.659	1
MAIP1	0.681272160702221	-0.0489941862673726	0.294	0.366	1
SEMA7A	0.681272160702221	0.130329271944359	0.303	0.317	1
CCSER2	0.681477418537576	-0.0879467958214294	0.439	0.488	1
SPATC1	0.681912639581877	0.101620490495532	0.202	0.195	1
RAP1A	0.682000657542574	-0.19071647188941	0.825	0.902	1
STXBP4	0.682528817748107	0.0822927475124528	0.158	0.146	1
SLMAP	0.682632942677735	-0.0393732998495219	0.539	0.634	1
BCL2L2	0.683235483665766	-0.029239789858455	0.298	0.341	1
PPIA	0.683264493264295	-0.0690368551192084	0.706	0.78	1
DNAJC27	0.683879736456171	0.0705621716816653	0.136	0.122	1
TTC8	0.684087843698122	0.0546928371912211	0.088	0.073	1
SIN3B	0.684596776488016	-0.145135837374182	0.667	0.707	1
SLC30A1	0.684664915094517	0.0896594806049523	0.342	0.341	1
ZNF438	0.684700596690161	0.0272317198410023	0.132	0.171	1
USP28	0.685130991789901	0.0337017788945559	0.281	0.268	1
CD40	0.68527745240675	0.0613299716005182	0.114	0.146	1
PBDC1	0.685792203747672	-0.104715837739281	0.311	0.341	1
NCOA2	0.686077844365861	0.0543147677859904	0.474	0.488	1
WIZ	0.686113641916084	-0.101149008244885	0.675	0.756	1
ZNF202	0.686305429411027	-0.0476756728343801	0.167	0.195	1
POLR3GL	0.686403431827021	0.0523414544151682	0.5	0.439	1
PABPN1L	0.686499024728464	-0.0522101863116489	0.329	0.39	1
PITPNA	0.686567999251707	-0.10798076665027	0.82	0.805	1
MAP3K13	0.686605950065805	-0.0367176265551256	0.202	0.171	1
SH3BP5L	0.687302174841109	0.0921982107083484	0.614	0.659	1
POGK	0.687851877934458	-0.0261145813362369	0.697	0.78	1
CISD3	0.687998485345482	0.0271963036335384	0.228	0.293	1
ZNF680	0.688149044407177	-0.0395334182996359	0.373	0.439	1
MORC4	0.688426677790565	0.0511459311788459	0.114	0.098	1
SNAPC3	0.688473009963009	-0.062129420713027	0.456	0.537	1
SHLD1	0.688717913612511	0.0447933890666412	0.259	0.244	1
MAP7D3	0.688785141553885	0.071167152062878	0.202	0.195	1
CUL9	0.688859952434665	0.031214973524323	0.32	0.317	1
KDM5B	0.689091516911625	-0.155031604673316	0.509	0.439	1
ENTPD5	0.689300184938597	0.0694950530793257	0.136	0.122	1
TAF1	0.69007009243182	-0.0635558057706995	0.5	0.634	1
DEK	0.691056007118918	-0.059901600219566	0.561	0.634	1
ZBTB45	0.691319534262482	0.0414608779024691	0.36	0.366	1
TAF2	0.691387556670863	-0.0727216607013317	0.544	0.634	1
NPRL3	0.691733770290912	-0.0814897845264405	0.557	0.585	1
GMEB2	0.691858640120931	0.0464353897057697	0.246	0.317	1
ZNF862	0.692149759809461	0.0443174075740821	0.254	0.341	1
SLC9A8	0.692283242329016	0.0269710907326804	0.364	0.317	1
LAPTM4A	0.69233456091979	-0.0614069826997031	0.575	0.732	1
ZW10	0.69286176406505	-0.0579428522124203	0.316	0.366	1
HAUS1	0.692906833198192	0.0284195444543568	0.259	0.244	1
RANBP3	0.693050277924714	0.0470066593678349	0.575	0.585	1
SAR1B	0.693544077253715	-0.0519068433461208	0.373	0.463	1
CENPB	0.693616782931868	-0.0810677681280835	0.684	0.732	1
ERCC6L2	0.693752878463477	-0.119394417236742	0.561	0.585	1
PLEKHJ1	0.693781211540448	0.0496312381699153	0.535	0.561	1
INTS14	0.693795402542096	0.0464225140345454	0.456	0.463	1
RAB3GAP2	0.693806292741959	0.0796854841434288	0.443	0.463	1
FAM216A	0.694404444310684	0.049700482942166	0.11	0.098	1
TMED8	0.694407783547082	-0.0309003144672512	0.469	0.537	1
PSMC4	0.694972429690882	-0.039635560078759	0.43	0.512	1
TMA7	0.695098876150832	-0.043522877266534	0.64	0.732	1
RWDD2B	0.695435009521805	0.0345575456665599	0.14	0.122	1
ADH5	0.696081703803138	0.0495122214443926	0.346	0.341	1
SAMD4B	0.696453996414997	-0.0869777256277945	0.513	0.585	1
IFRD1	0.696839519076988	-0.0688189674617227	0.491	0.537	1
ZNF621	0.696924388765344	0.0321003433934229	0.408	0.439	1
IER3IP1	0.696940685223047	-0.029079821478068	0.351	0.415	1
OCIAD1	0.697204123807123	0.084565199275874	0.741	0.78	1
LEPROT	0.697321363387563	-0.0287755350433931	0.412	0.366	1
UBOX5	0.697493317159645	-0.037567857246844	0.307	0.366	1
EWSR1	0.697751194998235	-0.0468281404022193	0.803	0.854	1
MPND	0.697861743110398	0.0864065917885827	0.329	0.341	1
USP4	0.697915028096815	0.0845723141885166	0.816	0.854	1
PLXNB2	0.698731898286697	0.0311838576343413	0.991	1	1
PARP3	0.699008589196222	-0.0573054715614364	0.083	0.098	1
SEM1	0.699796123212829	-0.0844100885202895	0.693	0.756	1
CTPS1	0.699835147295521	0.0653607574456259	0.592	0.634	1
TCAF1	0.699885150410544	-0.0265354008079535	0.338	0.39	1
PCNX3	0.699969115112226	0.0335626013686836	0.548	0.561	1
DOLK	0.700035906921307	-0.0555715080346409	0.149	0.171	1
QRSL1	0.700194817377183	0.0831711437435803	0.289	0.293	1
CCDC191	0.700345910419684	0.0670778229034656	0.158	0.146	1
MARF1	0.700539887689855	0.0717218129351367	0.412	0.415	1
RP9	0.7006251146835	0.044470061624956	0.325	0.317	1
RARS2	0.700745697095222	0.0414800850355133	0.43	0.39	1
NAA25	0.700944626861324	-0.0465579045604302	0.522	0.659	1
IL16	0.701142213855881	0.0816983549830823	0.952	0.976	1
PNKD	0.701705230202418	-0.144843270693373	0.276	0.317	1
ZDHHC7	0.701721445465883	-0.0557149821195188	0.325	0.366	1
KCTD10	0.701760402555797	-0.0712722777500269	0.329	0.366	1
MPP5	0.701863814474605	0.0382337516359833	0.162	0.146	1
SRP54	0.70196828616685	-0.0968129569864068	0.605	0.683	1
SEC61G	0.702686701881182	0.025731118775368	0.351	0.366	1
HIST1H2BG	0.702844963111656	0.130150191516555	0.276	0.244	1
CCDC71	0.703654287520396	-0.0670835659663995	0.329	0.341	1
CAB39L	0.703705532464438	0.0489278099709431	0.061	0.049	1
PRPSAP2	0.703852788391313	-0.0276945247739485	0.43	0.512	1
HDAC8	0.703988960079616	0.0259249381001719	0.478	0.488	1
DENND5A	0.703989010681862	-0.0978424418366463	0.474	0.512	1
ALDH16A1	0.704014577440056	0.0693422141421631	0.57	0.683	1
QSOX1	0.704115703366314	-0.0960541659959528	0.224	0.268	1
GTF3C4	0.704647523495844	0.0370256752084686	0.25	0.244	1
LRRC69	0.704649167160589	0.0461291696658737	0.184	0.171	1
BID	0.704663485521084	-0.0956823144353787	0.842	0.854	1
PLCG2	0.704802425495912	-0.144804974913672	0.605	0.634	1
MAGOH	0.704932536407197	-0.0605390203317063	0.518	0.61	1
SEPTIN2	0.705176357694378	0.0438312443830293	0.772	0.78	1
NDUFA12	0.705224037131821	-0.0312134098631243	0.268	0.317	1
PPIG	0.705299821412802	-0.0443818249733385	0.61	0.659	1
TNRC6B	0.705822816207555	0.0466827934399987	0.772	0.732	1
TSPAN14	0.705897843928955	0.0655383303047508	0.491	0.512	1
UAP1	0.706457916748334	0.0662588697403089	0.294	0.293	1
ABHD5	0.706939265295691	0.0394357572047874	0.162	0.146	1
GATC	0.706959265232703	0.0826650583671448	0.303	0.317	1
ZBTB22	0.707402225024034	0.0256962684672388	0.421	0.488	1
GIMAP2	0.707506495867541	-0.0416634013381395	0.193	0.22	1
AGK	0.707742002025587	0.086806840896605	0.39	0.439	1
GSKIP	0.707745560034128	-0.0844804018743848	0.189	0.22	1
ATPSCKMT	0.70780030742626	-0.0377920341989588	0.149	0.171	1
CREB3L4	0.708033278244837	0.077856329583895	0.158	0.146	1
RCCD1	0.708275997862138	0.0877168045452289	0.289	0.293	1
LATS1	0.708499414073354	0.0437481393802005	0.662	0.634	1
HSPBAP1	0.70865026689726	-0.0356092592914862	0.289	0.341	1
SAP30L	0.708730234122951	-0.130672896376623	0.662	0.78	1
DCTN6	0.709108199466114	-0.033585387735973	0.605	0.732	1
PDCD6	0.709231460709867	-0.0636540608962821	0.737	0.756	1
RFC3	0.70948190131854	0.0538214605980271	0.162	0.146	1
MRM1	0.709648072331751	-0.0308912143039727	0.101	0.122	1
LLPH	0.709666611384943	0.0310831492844962	0.377	0.366	1
ZBTB4	0.70975096172103	0.0764212460453604	0.417	0.463	1
ZNF282	0.709805679774798	-0.0531850938019002	0.421	0.512	1
RTCB	0.710851447634429	-0.0473957365418725	0.671	0.805	1
CFAP410	0.711249483228089	0.0646473719238939	0.465	0.488	1
ADARB1	0.711617382936713	0.0371950391499326	0.061	0.049	1
FBXO11	0.71186078878907	-0.0992281947475405	0.623	0.756	1
WDR44	0.711861629231975	-0.0724609297314784	0.57	0.707	1
TFEC	0.711932714941024	-0.0256278421877634	0.206	0.244	1
C6orf89	0.712049644450603	0.0315708908266908	0.311	0.293	1
SKA3	0.712087602103751	0.0319074045603819	0.136	0.171	1
NBPF11	0.712129867009447	-0.0385901886891356	0.276	0.341	1
EMSY	0.712240793636696	-0.0858821251572868	0.254	0.293	1
UBIAD1	0.712318327396834	0.0725816854861947	0.373	0.415	1
TSEN54	0.712328158402977	0.067442346278935	0.452	0.488	1
C11orf68	0.712342675441435	-0.0311800463668885	0.474	0.537	1
CRK	0.712575995521381	-0.054790711119404	0.601	0.683	1
MAFG	0.712662422979337	-0.121773195742601	0.579	0.732	1
TNFAIP8	0.712998850732938	0.0623873809679631	0.737	0.878	1
HMGB2	0.713012507412378	0.0404009161732662	0.465	0.488	1
RAD51D	0.713518794347808	-0.0896051904710751	0.289	0.317	1
ATP5PB	0.714388592382141	-0.108233876206634	0.575	0.683	1
RABGGTB	0.714492149442647	-0.0746443222388211	0.833	0.951	1
KBTBD3	0.715585048097986	0.0521682629546555	0.061	0.049	1
NIT1	0.715899866881949	0.0791214870661404	0.496	0.561	1
LDLRAD4	0.716012618095314	0.0304875568762821	0.623	0.659	1
KCTD9	0.716012662235009	-0.0695138649639909	0.614	0.707	1
SAP25	0.716498686953391	-0.0767633741120044	0.667	0.683	1
HECTD3	0.716543250956314	-0.0718999947491111	0.456	0.537	1
IFT43	0.717179251756503	-0.0371551089181307	0.189	0.22	1
COPS9	0.717191580206473	0.0374778825509871	0.32	0.439	1
LRP10	0.717213982296614	-0.0377645044793552	0.491	0.561	1
PDXK	0.717356843997454	-0.0339430568330659	0.382	0.439	1
HDAC10	0.717573752954625	0.0439754115200571	0.439	0.439	1
FAM193A	0.71760637484883	-0.0581127828802541	0.592	0.732	1
L3MBTL2	0.718053056561747	0.0320383912890345	0.342	0.366	1
PLAGL2	0.718419663160025	0.0773430286720824	0.224	0.22	1
HIST1H3H	0.71908666027028	0.0277375308369767	0.118	0.146	1
COX17	0.719517217748431	-0.056328216497717	0.504	0.683	1
HIST1H2BH	0.719522756786175	0.0459439094319808	0.114	0.098	1
C1orf159	0.719560410569516	0.0315411335502791	0.061	0.049	1
FAM186B	0.719560410569516	0.0388823889821541	0.061	0.049	1
IMPA2	0.719731342084932	-0.0644661454480566	0.754	0.829	1
VPS29	0.719836097249936	-0.0293079312500353	0.482	0.561	1
PUS1	0.72012322075587	-0.0966252961276529	0.645	0.732	1
CLSTN1	0.720172382934468	0.0732100314092317	0.702	0.829	1
ARFGEF1	0.720193348405405	0.0455328852977087	0.509	0.537	1
TRIM5	0.720360772564594	-0.131085951941122	0.605	0.683	1
ALKBH5	0.720375777851947	0.0602213883616225	0.798	0.805	1
PSIP1	0.72045934772973	-0.0652329394638643	0.285	0.317	1
SWSAP1	0.720766270208757	0.0404171454522277	0.088	0.073	1
THOC1	0.720849307865676	-0.0360354842269278	0.386	0.439	1
WDR1	0.721042781588375	-0.038230145745292	0.456	0.415	1
RASGRP2	0.721446455697343	0.0419312017875093	0.943	1	1
ZNF107	0.721517275189195	0.043959835148027	0.11	0.098	1
ZNF213	0.72168919814988	0.0448135897056012	0.132	0.122	1
FRY	0.722486277512398	-0.185559972193682	0.259	0.244	1
FDX2	0.722661143830494	0.0474971452234377	0.211	0.195	1
PTAR1	0.722708204159998	-0.0651276658195132	0.693	0.732	1
CLPTM1L	0.722975397717797	0.0836643255249013	0.667	0.659	1
TAF1D	0.723253611032719	0.0378647978797169	0.684	0.732	1
RBM47	0.723396936390205	0.0312962346858812	0.697	0.683	1
TOP1	0.723756675823278	0.0427676753871582	0.759	0.78	1
UBC	0.723857564268327	-0.0289870617659944	0.925	0.927	1
NACC1	0.723936492736941	-0.0386768076598212	0.675	0.756	1
GRIP1	0.724134290841984	0.0341896996251885	0.088	0.073	1
BOP1	0.724318620882136	-0.0374958603740783	0.386	0.463	1
FBXO21	0.724693289954411	0.028859789099522	0.351	0.341	1
HSD17B12	0.724740237284306	-0.0527581065841369	0.395	0.463	1
KIN	0.724869535708357	0.0382080547265371	0.342	0.341	1
CARD6	0.724927307018144	0.0359835931173594	0.189	0.171	1
TBRG4	0.725151687378935	0.0837791721695709	0.452	0.463	1
PPP4C	0.725256708324234	0.067616028186088	0.864	0.902	1
TNFRSF13C	0.726034313659107	-0.0311747371484241	0.149	0.171	1
OSER1	0.727280604451957	0.0702328338851106	0.509	0.659	1
CLYBL	0.72759161317318	0.059592102636361	0.11	0.098	1
ZNF283	0.72759161317318	0.0485898143779965	0.11	0.098	1
POLR3K	0.727882515418557	0.0599995795047781	0.425	0.415	1
RFXANK	0.7283647309693	-0.034691520821008	0.627	0.707	1
UBE3A	0.728526817691655	0.106663769795596	0.75	0.78	1
PSPC1	0.728533918251666	-0.0270125320114505	0.851	0.976	1
ELOC	0.729018049452954	-0.0935184879926558	0.482	0.585	1
CDC23	0.729030826813541	-0.0777428321267853	0.307	0.341	1
CCR6	0.729215552297778	-0.0280346817563319	0.092	0.073	1
SERBP1	0.7293287432089	-0.0623610908315173	0.864	0.878	1
RABEPK	0.730228766139677	0.0623662507038207	0.219	0.22	1
MCTS1	0.73037447405926	-0.0549917551152925	0.544	0.561	1
ZNF808	0.730768227804287	0.0636100261566194	0.294	0.293	1
ZKSCAN1	0.730805451751768	-0.0329184719071185	0.566	0.61	1
STK11IP	0.73082190904179	0.031009599227305	0.737	0.805	1
WDR48	0.730972300047093	-0.0570891358032762	0.588	0.659	1
FCHO1	0.731018921699006	0.0372584953465662	0.877	0.854	1
RNF141	0.731052450145778	0.104973501934456	0.794	0.829	1
GLMN	0.731463615859241	0.0309784051126735	0.404	0.39	1
POLG2	0.731605688683188	0.0770798358170345	0.518	0.61	1
RALGAPA2	0.731930446841045	0.0496811905286648	0.303	0.293	1
RBM41	0.732456786963043	0.0429113313592892	0.408	0.439	1
BTD	0.732505371409033	0.0298432617998383	0.184	0.171	1
RNF8	0.732714607709277	-0.113865330737604	0.329	0.39	1
MTERF4	0.732735668693404	0.0768101060629378	0.553	0.561	1
C1orf35	0.732917176229674	0.0899548632097647	0.355	0.39	1
ADAM19	0.733217022493001	0.0256758400602195	0.838	0.854	1
RECK	0.733316874189339	-0.0511035937601922	0.167	0.195	1
C1QBP	0.7334870387901	0.048561862611627	0.645	0.732	1
TXNDC15	0.733493536639447	0.0676983157416605	0.518	0.561	1
TPD52L2	0.733517474495788	0.0290078841025856	0.601	0.585	1
METTL17	0.734624986876961	0.0625346511693239	0.64	0.683	1
FRS2	0.734662849423761	-0.0605536643094398	0.329	0.39	1
NARF	0.734827766834617	-0.0764262830335961	0.662	0.707	1
PDE12	0.734844964283408	-0.0453415279448542	0.412	0.512	1
MIB2	0.734964910244113	0.0889922506629919	0.303	0.293	1
TIFAB	0.735032820650258	0.0401335472288473	0.697	0.683	1
SUMO4	0.735270004322674	-0.096407828487872	0.175	0.195	1
CLASRP	0.735331850155332	0.0470484091981043	0.917	0.976	1
ZNF593	0.735607560410285	0.0762530095788168	0.36	0.39	1
ZNF511	0.736104791047755	-0.075056902694334	0.346	0.39	1
MYOF	0.7365014547504	-0.123940826415865	0.702	0.78	1
DBP	0.736803965501327	0.0570933741153685	0.456	0.439	1
CPNE1	0.736879501036424	-0.0728201651698197	0.82	0.707	1
UTP11	0.736907836681946	0.0588892630429383	0.373	0.39	1
CASP9	0.737327253933268	-0.0842000088509942	0.518	0.585	1
ZNF343	0.737659023338785	0.0287809392539993	0.162	0.146	1
RAB11FIP1	0.737850166827723	0.0901591535730337	0.996	1	1
TRIOBP	0.738165697046906	0.0890760570382628	0.702	0.78	1
IFT27	0.738579787742915	-0.0631767428085057	0.408	0.463	1
RUFY2	0.738689153430269	-0.0326399645162335	0.443	0.561	1
ALKBH7	0.738703977474183	-0.03937871726822	0.61	0.732	1
TENT4A	0.739590065148244	-0.0709141842778622	0.697	0.756	1
AIMP1	0.73994688336975	-0.0680297008303941	0.693	0.854	1
MYNN	0.739957347988798	0.0291187077768656	0.342	0.415	1
AGO1	0.739978407707207	-0.0283148360123476	0.61	0.683	1
RFX7	0.740114185930165	0.0677367391568701	0.346	0.366	1
LMF1	0.740847867508513	0.0938534373903143	0.285	0.293	1
RCBTB1	0.740994132264206	-0.0484466230825674	0.465	0.561	1
ZNF660	0.741053423770617	0.0340926013018438	0.088	0.073	1
DIDO1	0.741163955727176	0.0471169067917343	0.803	0.878	1
GCNT2	0.741485312394794	0.0773711165984046	0.254	0.244	1
RFK	0.741556359670977	-0.0529699169371337	0.132	0.146	1
NXT2	0.741712343789004	0.0954791551422208	0.342	0.439	1
PIGK	0.742061218835368	0.127757498251952	0.298	0.317	1
FBXO3	0.742147447781682	0.0870510636638298	0.425	0.439	1
TPRG1L	0.743131016845576	-0.0605057972184139	0.623	0.683	1
AAR2	0.743450920622388	-0.0887540407096298	0.333	0.366	1
NEMF	0.74377968839437	-0.0434381793030609	0.811	0.902	1
AKIRIN2	0.744431336094403	-0.0367922005443737	0.956	0.976	1
CDKN2C	0.744730005637011	0.062696512186387	0.184	0.171	1
ADD3	0.745059088750469	-0.101418432899715	0.719	0.732	1
SLC30A9	0.745076544495772	0.0332464152611998	0.404	0.415	1
TMEM229B	0.745138632144085	0.0498572332891953	0.18	0.171	1
EMC2	0.745243068438117	0.082789798151837	0.491	0.561	1
MAT2A	0.745263387842709	0.0579737643512375	0.978	0.976	1
ARPC4	0.745263918432653	-0.0621945437790612	0.978	1	1
LRRC41	0.746235711278329	-0.0658818725541561	0.627	0.732	1
ZSCAN26	0.746927848818028	0.0497174383603202	0.307	0.39	1
CRYBG3	0.746970043445169	0.0576488021399597	0.596	0.683	1
POLR1E	0.746971750940687	0.0285163425189889	0.228	0.22	1
ZNF124	0.74718288260322	0.0338706592914524	0.175	0.22	1
LSM1	0.747388620361973	0.0257471015410149	0.504	0.512	1
MICAL3	0.747449706133922	0.0279224604417942	0.162	0.195	1
KIFAP3	0.747486491161085	0.0589299362072717	0.246	0.244	1
HMGN1	0.747727837784758	-0.0282808038578719	0.952	0.951	1
THNSL1	0.747856828378357	0.0381128913044505	0.088	0.073	1
DALRD3	0.747995651363609	0.034904872729743	0.162	0.146	1
JMY	0.748197575411312	0.064808594441719	0.338	0.366	1
CENPBD1	0.748382867772096	-0.0269986046950409	0.167	0.195	1
SETX	0.748786675170424	-0.0424746584933269	0.825	0.854	1
ZNF654	0.749114408055057	0.0809015979947655	0.206	0.268	1
NDUFS2	0.749242465240291	-0.0288466704332651	0.882	0.951	1
SPHK1	0.749253288691692	0.076023886465721	0.254	0.268	1
MTMR12	0.749310666969483	-0.105906931163045	0.605	0.707	1
PRPF38A	0.749712526544121	0.0322462206552033	0.614	0.707	1
GMPPA	0.749983063525505	0.0385614819656145	0.404	0.463	1
PISD	0.749983063525505	-0.0312429973792506	0.404	0.463	1
SGMS1	0.749994605354751	0.0275943079731255	0.136	0.171	1
DHRS13	0.750510483204648	-0.0368820478758525	0.061	0.073	1
MRTFB	0.75103500053854	0.0814381028050382	0.232	0.244	1
HS2ST1	0.751217286999079	-0.0286894448220292	0.294	0.341	1
ZNF414	0.751258523312251	-0.078537605886064	0.373	0.463	1
AC093323.1	0.751265947061112	0.0374872367314465	0.088	0.073	1
DNMT1	0.751432027649825	0.0733333976332458	0.548	0.561	1
PFDN1	0.752108764308354	-0.0710707008960812	0.329	0.415	1
HIF1AN	0.752232435231531	-0.0871500326408478	0.399	0.39	1
ZNF577	0.752282100150695	0.0754596565566371	0.206	0.195	1
BUD13	0.752301415283361	0.0342528653803218	0.254	0.244	1
DDX39B	0.752337631522601	0.0482118209126343	0.855	0.854	1
EIF2AK4	0.752568064363807	-0.0410170946867583	0.895	0.902	1
NOTCH2	0.752606979515896	-0.0328928870232559	0.904	0.927	1
TMEM9B	0.752719586017397	-0.113576937653878	0.601	0.634	1
NONO	0.75296135632457	-0.0277369077551948	0.754	0.878	1
EIF2B1	0.753004819646099	-0.0916331372033496	0.627	0.732	1
YAF2	0.753028382918935	0.0267931737810249	0.513	0.61	1
DMAC2L	0.753045070489307	0.0970404457814436	0.474	0.488	1
FBXL6	0.7530689356558	0.0952297742474661	0.461	0.463	1
ZDHHC6	0.753749146599263	0.0893457174463014	0.544	0.634	1
DDX56	0.754328945487313	0.0341477227618209	0.539	0.634	1
DSTN	0.754397043625451	0.150334041860707	0.329	0.366	1
METTL21A	0.754397095562804	0.0743116970582488	0.329	0.366	1
STPG1	0.754435549656033	-0.0312524292362448	0.061	0.073	1
SP100	0.755152040907246	0.11962659004194	0.934	0.927	1
NDUFA13	0.755374822528308	-0.0277138407478031	0.649	0.707	1
PRKAR1B	0.755463302036704	0.0543418546331118	0.132	0.122	1
HPCAL1	0.75575441772841	0.085639945805894	0.452	0.463	1
RBMXL1	0.756787158573604	-0.0473537888150218	0.219	0.244	1
B4GALT4	0.756946224866949	0.0513081198712801	0.259	0.268	1
SUGP1	0.757284074411211	0.0287077997560974	0.294	0.366	1
MAD2L1BP	0.757324346921299	0.0511861262852592	0.276	0.268	1
ALKBH3	0.757412374960656	0.0390206467633569	0.294	0.293	1
RB1	0.757767450332064	-0.0592098252735975	0.693	0.732	1
CUL2	0.757798593449781	0.0629850591947254	0.373	0.39	1
PDK2	0.757855633382165	0.0268023096944296	0.399	0.39	1
ISCA1	0.757878879604952	0.0577220948367234	0.149	0.146	1
RRAGD	0.75821367278143	0.03300190813203	0.11	0.098	1
SLC35D2	0.75821367278143	0.0333691831311342	0.11	0.098	1
PRIM1	0.758309729528334	0.0798191786467377	0.197	0.195	1
CSNK1G3	0.758597635493397	-0.0441245415546179	0.355	0.415	1
STK38	0.758626310905893	-0.0772645110389567	0.807	0.878	1
NEDD1	0.759692064308163	-0.0315598930853606	0.232	0.22	1
MANEA	0.760010704429173	0.0337908088700408	0.158	0.146	1
F8A1	0.76124936297735	0.0475517640746622	0.259	0.268	1
KLHL21	0.761282370458995	0.0862622522359268	0.531	0.61	1
GAB3	0.761439846276778	-0.0800072491247572	0.732	0.78	1
RSL24D1	0.761488577244851	-0.0300081127307902	0.338	0.415	1
ANGEL2	0.763098520925995	0.0512395771241644	0.333	0.366	1
LTB	0.763116641628822	0.258732736040229	0.732	0.78	1
TRAF1	0.763397731962859	0.0682855942302934	0.307	0.293	1
OXCT1	0.763403713813299	0.058803687580091	0.259	0.268	1
ZNF510	0.763585365027863	0.0451468049278897	0.162	0.146	1
DDX49	0.763599388294114	-0.0600238763588732	0.487	0.512	1
KPNA2	0.763672132600527	0.0820319066568085	0.417	0.463	1
ROCK1	0.763969910763377	0.0528158543778332	0.851	0.878	1
HSPB11	0.764178078102907	-0.0298527339855186	0.526	0.585	1
GRB2	0.764318800791341	0.0492685456324371	0.987	1	1
TMEM208	0.764349147159496	-0.0598346078866815	0.496	0.512	1
SRSF8	0.764384525472304	-0.0489272621151979	0.684	0.756	1
KRT8	0.764385648440047	0.0314410363641392	0.11	0.098	1
ZSWIM7	0.764596909599272	0.0251650504493144	0.421	0.439	1
PDSS2	0.764655879436132	0.07552696886336	0.399	0.439	1
CEP89	0.765000389687054	0.0386341295460075	0.18	0.171	1
PER2	0.765057427089987	0.0739170023749718	0.228	0.22	1
PROSER3	0.765071938638574	0.0691662699214778	0.333	0.366	1
CARNMT1	0.765091520005162	-0.0991535482535295	0.311	0.341	1
FAM76B	0.765193104681122	-0.0572145165218659	0.469	0.488	1
PPP4R2	0.765216893822058	-0.0279713446644795	0.504	0.585	1
HIST1H2BB	0.765519760407885	0.040472965216336	0.083	0.073	1
MIER3	0.765529504604487	-0.044860448670057	0.294	0.341	1
ZNF768	0.76555983940139	-0.0339856206146049	0.254	0.293	1
TOMM34	0.765781528270324	-0.0556709947077357	0.276	0.293	1
SOWAHD	0.765933502287264	0.0274517359852689	0.145	0.171	1
ZNF460	0.766028096171525	-0.0318765189191857	0.368	0.366	1
CTRL	0.766799126378662	0.0859970390133124	0.281	0.317	1
HECTD4	0.766930073259563	0.111636685728323	0.623	0.683	1
CAPN7	0.76709694198321	0.052349419370735	0.447	0.512	1
ARHGAP33	0.767271360007176	0.0329868885793589	0.083	0.073	1
JKAMP	0.767568785856836	0.043430120319131	0.206	0.268	1
VPS26B	0.768145294196931	-0.112100572797621	0.61	0.585	1
ZC3H8	0.768349683408642	0.0465855873024224	0.202	0.195	1
INCENP	0.768630421534426	0.0599710692316571	0.325	0.341	1
SERTAD1	0.768791814129974	-0.0500251431310295	0.351	0.39	1
SLC25A13	0.76879895886102	0.114911935565854	0.465	0.512	1
CDK4	0.76879895886102	-0.0456264722438589	0.465	0.512	1
RNF138	0.768816426571958	-0.0804322468319725	0.719	0.805	1
KIAA1143	0.76897444103676	-0.0398464969203182	0.311	0.366	1
ACBD6	0.769159564269238	-0.0547321530474202	0.496	0.537	1
RRM1	0.76932863427808	-0.0328255984032732	0.171	0.195	1
SNRNP27	0.769399231881808	-0.104846944902315	0.522	0.537	1
BARD1	0.769564466713564	0.0378856423080609	0.136	0.122	1
UHRF1	0.769564466713564	0.0311516931297333	0.136	0.122	1
RFC4	0.769616678622026	0.0658072104276717	0.154	0.146	1
CREB3	0.76963364505488	0.0440500215898771	0.289	0.366	1
NDUFS1	0.77003184492011	-0.0537231936122824	0.522	0.659	1
C20orf96	0.77047870597854	-0.0495354115580909	0.219	0.244	1
ZBTB20	0.770534004421309	0.07111019591974	0.342	0.366	1
EEF1E1	0.770777808730131	0.0271565756763785	0.083	0.073	1
OXNAD1	0.770949584778466	-0.0355195591655132	0.149	0.171	1
ARMC5	0.77116167619635	0.0930358078993032	0.171	0.171	1
ABHD14A	0.771185741373998	0.0372542475625919	0.189	0.171	1
TIAL1	0.771548536919713	0.0627332210130902	0.855	0.927	1
ME2	0.771698591992447	-0.0821881914451752	0.697	0.805	1
SLC39A8	0.772121673604302	-0.0254305252083283	0.105	0.122	1
SRP72	0.772122625307314	-0.0973995851144582	0.776	0.732	1
NRDE2	0.772222792912315	-0.0323001880961084	0.189	0.22	1
GGA3	0.772339192521234	-0.113519062597397	0.675	0.707	1
NT5DC1	0.772499733157817	-0.0639884306435329	0.346	0.341	1
LRFN4	0.772584367669754	-0.0476997901211162	0.443	0.488	1
CPLANE1	0.77293026916168	-0.0479294674221422	0.522	0.537	1
PPP2R1A	0.773705275791626	0.0582836413660263	0.171	0.171	1
BAZ1A	0.774050775501701	-0.0803521084272997	0.654	0.683	1
FAM120C	0.774202659080367	0.0587786485441432	0.259	0.268	1
RBCK1	0.774618520528449	0.051576556939062	0.588	0.659	1
CLK4	0.774626551109176	0.0632427754270936	0.5	0.585	1
